AQI,PM 1 - ug/m³,PM 2.5 - ug/m³,PM 10 - ug/m³,Temp - °C,Hum - %,Dew Point - °C,Wet Bulb - °C,Heat Index - °C,Date & Time
14,5,9,19,27,89,25,26,32,8/6/2023 6:00
15,5,9,18,27,89,25,26,32,8/6/2023 6:15
13,4,8,17,27,89,25,26,32,8/6/2023 6:30
13,5,8,16,27,89,25,26,32,8/6/2023 6:45
21,7,12,23,27,90,26,26,33,8/6/2023 7:00
16,5,9,18,27,90,26,26,32,8/6/2023 7:15
14,5,8,18,27,89,26,26,32,8/6/2023 7:30
13,5,8,16,27,90,26,26,33,8/6/2023 7:45
13,4,8,16,27,88,25,26,32,8/6/2023 8:00
13,5,8,16,27,87,25,26,32,8/6/2023 8:15
12,4,7,14,27,87,25,26,32,8/6/2023 8:30
15,5,9,17,28,88,25,26,33,8/6/2023 8:45
13,5,8,17,28,85,25,26,33,8/6/2023 9:00
11,5,7,12,28,82,25,26,33,8/6/2023 9:15
12,5,8,13,28,85,25,26,34,8/6/2023 9:30
13,5,8,15,28,84,26,26,34,8/6/2023 9:45
13,5,8,14,29,86,26,27,36,8/6/2023 10:00
13,5,8,16,29,86,26,27,36,8/6/2023 10:15
12,4,7,16,29,85,26,26,35,8/6/2023 10:30
12,4,7,16,29,83,26,26,35,8/6/2023 10:45
12,4,7,14,29,82,26,26,36,8/6/2023 11:00
12,4,7,15,29,83,26,26,35,8/6/2023 11:15
12,4,7,15,29,81,26,26,35,8/6/2023 11:30
12,5,7,14,29,80,25,26,35,8/6/2023 11:45
12,5,7,15,29,82,25,26,34,8/6/2023 12:00
17,6,10,17,29,82,25,26,34,8/6/2023 12:15
18,7,11,18,29,80,25,26,34,8/6/2023 12:30
19,7,11,18,29,79,25,26,34,8/6/2023 12:45
14,6,8,16,29,79,25,26,35,8/6/2023 13:00
13,5,8,14,29,78,25,26,36,8/6/2023 13:15
13,5,8,16,30,80,26,26,36,8/6/2023 13:30
12,4,8,15,30,80,26,27,37,8/6/2023 13:45
11,4,6,15,30,79,26,27,37,8/6/2023 14:00
12,4,7,16,30,80,26,27,38,8/6/2023 14:15
13,4,8,17,30,81,26,27,37,8/6/2023 14:30
12,4,7,16,30,83,26,27,37,8/6/2023 14:45
13,5,8,16,29,86,26,26,35,8/6/2023 15:00
15,5,9,17,29,86,26,27,35,8/6/2023 15:15
16,6,9,17,29,85,26,27,36,8/6/2023 15:30
14,5,8,15,29,84,25,26,34,8/6/2023 15:45
13,5,8,15,28,86,26,26,34,8/6/2023 16:00
11,4,7,12,28,86,26,26,34,8/6/2023 16:15
12,4,8,14,29,86,26,27,35,8/6/2023 16:30
14,5,8,16,29,85,26,26,35,8/6/2023 16:45
12,4,7,15,29,84,26,26,35,8/6/2023 17:00
13,4,8,16,29,83,26,26,36,8/6/2023 17:15
12,4,7,14,29,84,26,26,35,8/6/2023 17:30
11,4,6,14,29,85,26,27,36,8/6/2023 17:45
13,4,8,16,29,84,26,27,36,8/6/2023 18:00
16,5,10,21,29,83,26,26,35,8/6/2023 18:15
12,4,7,15,29,84,26,26,35,8/6/2023 18:30
14,5,8,17,28,86,26,26,34,8/6/2023 18:45
23,10,14,22,28,87,26,27,35,8/6/2023 19:00
16,6,10,19,28,88,26,26,34,8/6/2023 19:15
14,5,9,16,28,87,26,26,34,8/6/2023 19:30
18,7,11,18,28,87,26,26,34,8/6/2023 19:45
17,6,10,18,28,87,26,26,33,8/6/2023 20:00
15,6,9,16,28,88,26,26,34,8/6/2023 20:15
14,6,9,16,28,88,26,26,33,8/6/2023 20:30
15,5,9,17,28,88,26,26,34,8/6/2023 20:45
15,6,9,17,28,89,26,26,34,8/6/2023 21:00
13,5,8,14,28,88,26,26,33,8/6/2023 21:15
17,6,10,18,28,87,26,26,33,8/6/2023 21:30
16,6,10,18,28,87,25,26,33,8/6/2023 21:45
15,6,9,17,28,88,25,26,33,8/6/2023 22:00
15,6,9,17,28,89,26,26,33,8/6/2023 22:15
16,6,10,17,28,90,26,26,33,8/6/2023 22:30
14,5,9,16,28,89,26,26,33,8/6/2023 22:45
13,5,8,16,28,90,26,26,33,8/6/2023 23:00
13,5,8,15,28,88,25,26,33,8/6/2023 23:15
14,5,8,16,28,89,26,26,33,8/6/2023 23:30
19,7,12,21,28,88,26,26,33,8/6/2023 23:45
15,5,9,17,28,89,26,26,33,8/7/2023 0:00
