Date & Time,Inside Temp - °C,Inside Hum - %,Inside Dew Point - °C,Inside Heat Index - °C,Barometer - in Hg,Absolute Pressure - in Hg,Temp - °C,Hum - %,Dew Point - °C,Wet Bulb - °C,Avg Wind Speed - km/h,Wind Chill - °C,Heat Index - °C,THW Index - °C,Wind Run - km,THSW Index - °C,,,,,,,,,,,,,,,,,,,,,,,,,,Solar Rad - W/m^2,,,UV Index
08-01-2023 16:00,30,77,26,37,29.65,29.63,28,84,25,26,11,28,34,34,0.9,35,,,,,,,,,,,,,,,,,,,,,,,,,,67,,,0
08-01-2023 16:05,30,77,26,37,29.65,29.63,28,86,25,26,10,28,33,33,0.8,34,,,,,,,,,,,,,,,,,,,,,,,,,,93,,,1
08-01-2023 16:10,30,77,26,38,29.64,29.63,28,87,25,26,7,28,33,33,0.6,34,,,,,,,,,,,,,,,,,,,,,,,,,,139,,,1
08-01-2023 16:15,30,77,26,38,29.64,29.63,28,87,25,26,10,28,33,33,0.8,35,,,,,,,,,,,,,,,,,,,,,,,,,,228,,,2
08-01-2023 16:20,30,77,26,37,29.64,29.63,28,86,26,26,9,28,34,34,0.8,36,,,,,,,,,,,,,,,,,,,,,,,,,,202,,,2
08-01-2023 16:25,30,77,26,37,29.64,29.63,28,86,26,26,9,28,34,34,0.8,36,,,,,,,,,,,,,,,,,,,,,,,,,,197,,,1
08-01-2023 16:30,30,77,26,38,29.64,29.62,28,86,26,26,9,28,34,34,0.7,36,,,,,,,,,,,,,,,,,,,,,,,,,,171,,,1
08-01-2023 16:35,30,77,26,37,29.64,29.62,28,86,26,26,10,28,34,34,0.8,35,,,,,,,,,,,,,,,,,,,,,,,,,,75,,,0
08-01-2023 16:40,30,77,26,38,29.63,29.62,28,85,26,26,10,28,34,34,0.9,34,,,,,,,,,,,,,,,,,,,,,,,,,,51,,,0
08-01-2023 16:45,30,77,26,38,29.64,29.62,28,85,25,26,12,28,33,33,1,33,,,,,,,,,,,,,,,,,,,,,,,,,,65,,,0
08-01-2023 16:50,30,77,26,38,29.64,29.62,28,86,25,26,11,28,33,33,0.9,33,,,,,,,,,,,,,,,,,,,,,,,,,,67,,,0
08-01-2023 16:55,30,77,26,37,29.64,29.62,28,86,25,26,10,28,32,32,0.8,33,,,,,,,,,,,,,,,,,,,,,,,,,,33,,,0
08-01-2023 17:00,30,77,26,37,29.64,29.62,27,87,25,25,12,27,31,31,1,31,,,,,,,,,,,,,,,,,,,,,,,,,,57,,,0
08-01-2023 17:05,30,77,26,38,29.64,29.62,27,88,25,25,9,27,31,31,0.8,31,,,,,,,,,,,,,,,,,,,,,,,,,,71,,,0
08-01-2023 17:10,30,77,26,37,29.64,29.62,27,89,25,26,7,27,31,31,0.6,32,,,,,,,,,,,,,,,,,,,,,,,,,,72,,,0
08-01-2023 17:15,30,77,26,37,29.64,29.62,27,89,25,26,6,27,32,32,0.5,32,,,,,,,,,,,,,,,,,,,,,,,,,,53,,,0
08-01-2023 17:20,30,77,26,38,29.64,29.63,27,89,25,26,6,27,32,32,0.5,33,,,,,,,,,,,,,,,,,,,,,,,,,,51,,,0
08-01-2023 17:25,30,77,26,38,29.64,29.63,27,88,25,26,9,27,32,32,0.7,32,,,,,,,,,,,,,,,,,,,,,,,,,,34,,,0
08-01-2023 17:30,30,77,26,38,29.64,29.62,27,86,25,25,11,27,32,32,0.9,32,,,,,,,,,,,,,,,,,,,,,,,,,,33,,,0
08-01-2023 17:35,30,77,26,37,29.64,29.63,28,86,25,26,11,28,32,32,0.9,32,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,0
08-01-2023 17:40,30,77,26,37,29.65,29.63,28,86,25,26,9,28,32,32,0.8,33,,,,,,,,,,,,,,,,,,,,,,,,,,94,,,0
08-01-2023 17:45,30,76,26,38,29.64,29.63,28,86,25,26,10,28,33,33,0.8,33,,,,,,,,,,,,,,,,,,,,,,,,,,92,,,0
08-01-2023 17:50,30,76,26,37,29.65,29.63,28,86,25,26,10,28,33,33,0.8,34,,,,,,,,,,,,,,,,,,,,,,,,,,72,,,0
08-01-2023 17:55,30,76,26,38,29.64,29.63,28,86,25,26,9,28,33,33,0.8,33,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,0
08-01-2023 18:00,30,76,26,38,29.65,29.63,28,85,25,26,10,28,33,33,0.8,33,,,,,,,,,,,,,,,,,,,,,,,,,,55,,,0
08-01-2023 18:05,30,76,26,38,29.65,29.63,28,85,25,26,9,28,33,33,0.7,33,,,,,,,,,,,,,,,,,,,,,,,,,,51,,,0
08-01-2023 18:10,30,76,26,38,29.65,29.64,28,84,25,26,11,28,33,33,0.9,33,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,0
08-01-2023 18:15,30,76,26,38,29.65,29.64,27,85,24,25,10,27,31,31,0.8,31,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,0
08-01-2023 18:20,30,76,26,38,29.65,29.64,27,85,24,25,9,27,31,31,0.7,31,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,0
08-01-2023 18:25,30,76,26,37,29.65,29.64,27,86,24,25,9,27,31,31,0.7,31,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,0
08-01-2023 18:30,30,76,26,37,29.65,29.64,27,86,25,25,12,27,31,31,1,31,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,0
08-01-2023 18:35,30,76,26,37,29.65,29.64,27,85,24,25,8,27,31,31,0.6,31,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,0
08-01-2023 18:40,30,76,25,37,29.66,29.64,27,84,24,25,10,27,31,31,0.8,31,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,0
08-01-2023 18:45,30,76,25,37,29.66,29.64,27,85,25,25,11,27,32,32,0.9,31,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,0
08-01-2023 18:50,30,76,25,37,29.66,29.64,28,85,25,25,10,28,32,32,0.9,31,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,0
08-01-2023 18:55,30,76,25,37,29.66,29.64,28,85,25,26,10,28,32,32,0.8,32,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0
08-01-2023 19:00,30,76,25,37,29.66,29.64,28,85,25,26,8,28,32,32,0.7,32,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0
08-01-2023 19:05,30,76,25,37,29.66,29.65,28,86,25,26,9,28,32,32,0.8,32,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0
08-01-2023 19:10,30,76,25,37,29.66,29.65,-40,--,--,--,11,-50,-40,-50,0.9,-51,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0
08-01-2023 19:15,30,76,26,37,29.66,29.65,-40,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0
08-01-2023 19:20,30,76,26,37,29.66,29.65,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,--
08-01-2023 19:25,30,76,25,37,29.66,29.65,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,--
08-01-2023 19:30,30,76,26,37,29.66,29.65,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,--
08-01-2023 19:35,30,76,25,37,29.67,29.65,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,--
08-01-2023 19:40,30,76,26,37,29.67,29.65,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,--
08-01-2023 19:45,30,76,26,37,29.67,29.65,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,--
08-01-2023 19:50,30,76,25,37,29.67,29.65,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,--
08-01-2023 19:55,30,76,26,37,29.67,29.66,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,--
08-01-2023 20:00,30,76,25,37,29.67,29.66,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,--
08-01-2023 20:05,30,76,26,37,29.67,29.66,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,--
08-01-2023 20:10,30,76,25,37,29.67,29.66,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,--
08-01-2023 20:15,30,76,25,37,29.67,29.66,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,--
08-01-2023 20:20,30,76,25,37,29.67,29.66,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,--
08-01-2023 20:25,30,76,25,37,29.68,29.66,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,--
08-01-2023 20:30,30,76,26,37,29.68,29.67,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,--
08-01-2023 20:35,30,76,26,37,29.68,29.67,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,--
08-01-2023 20:40,30,76,26,37,29.68,29.67,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,--
08-01-2023 20:45,30,76,26,37,29.68,29.66,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,--
08-01-2023 20:50,30,76,26,37,29.68,29.67,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,--
08-01-2023 20:55,30,75,25,37,29.68,29.67,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,--
08-01-2023 21:00,30,75,26,38,29.68,29.67,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,--
08-01-2023 21:05,30,76,26,38,29.68,29.67,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,--
08-01-2023 21:10,30,75,26,38,29.68,29.67,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,--
08-01-2023 21:15,30,75,25,37,29.68,29.67,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,--
08-01-2023 21:20,30,75,25,37,29.69,29.67,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,--
08-01-2023 21:25,30,75,25,37,29.69,29.67,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,--
08-01-2023 21:30,30,76,25,37,29.69,29.67,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,--
08-01-2023 21:35,30,76,25,37,29.69,29.67,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,--
08-01-2023 21:40,30,76,26,37,29.69,29.67,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,--
08-01-2023 21:45,30,76,26,37,29.69,29.67,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,--
08-01-2023 21:50,30,76,26,37,29.69,29.67,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,--
08-01-2023 21:55,30,76,25,37,29.69,29.67,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,--
08-01-2023 22:00,30,76,26,37,29.69,29.68,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,--
08-01-2023 22:05,30,76,25,37,29.69,29.67,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,--
08-01-2023 22:10,30,76,26,38,29.69,29.67,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,--
08-01-2023 22:15,30,76,26,37,29.69,29.67,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,--
08-01-2023 22:20,30,76,26,37,29.69,29.67,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,--
08-01-2023 22:25,30,76,26,37,29.69,29.67,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,--
08-01-2023 22:30,30,76,26,37,29.69,29.68,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,--
08-01-2023 22:35,30,76,25,37,29.69,29.67,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,--
08-01-2023 22:40,30,76,26,37,29.69,29.68,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,--
08-01-2023 22:45,30,76,26,37,29.69,29.68,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,--
08-01-2023 22:50,30,76,26,37,29.7,29.68,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,--
08-01-2023 22:55,30,76,25,37,29.69,29.68,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,--
08-01-2023 23:00,30,76,26,37,29.69,29.68,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,--
08-01-2023 23:05,30,76,26,37,29.69,29.68,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,--
08-01-2023 23:10,30,76,26,37,29.69,29.68,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,--
08-01-2023 23:15,30,76,25,37,29.69,29.67,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,--
08-01-2023 23:20,30,76,26,37,29.69,29.68,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,--
08-01-2023 23:25,30,76,26,37,29.69,29.68,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,--
08-01-2023 23:30,30,76,25,37,29.68,29.67,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,--
08-01-2023 23:35,30,76,26,37,29.69,29.67,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,--
08-01-2023 23:40,30,76,26,37,29.69,29.67,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,--
08-01-2023 23:45,30,76,26,37,29.68,29.67,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,--
08-01-2023 23:50,30,77,26,37,29.69,29.67,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,--
08-01-2023 23:55,30,76,26,37,29.69,29.67,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,--
08-02-2023 00:00,30,76,26,37,29.68,29.67,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,--
08-02-2023 00:05,30,76,26,37,29.68,29.67,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,--
08-02-2023 00:10,30,76,26,37,29.69,29.67,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,--
08-02-2023 00:15,30,76,26,38,29.69,29.67,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,--
08-02-2023 00:20,30,76,26,38,29.69,29.67,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,--
08-02-2023 00:25,30,75,26,38,29.68,29.67,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,--
08-02-2023 00:30,30,76,26,37,29.69,29.67,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,--
08-02-2023 00:35,30,76,26,38,29.68,29.67,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,--
08-02-2023 00:40,30,76,26,37,29.68,29.67,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,--
08-02-2023 00:45,30,76,26,37,29.68,29.67,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,--
08-02-2023 00:50,30,76,26,37,29.68,29.67,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,--
08-02-2023 00:55,30,76,26,37,29.68,29.67,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,--
08-02-2023 01:00,30,76,26,37,29.68,29.66,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,--
08-02-2023 01:05,30,77,26,37,29.68,29.66,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,--
08-02-2023 01:10,30,76,26,37,29.68,29.66,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,--
08-02-2023 01:15,30,76,26,38,29.67,29.66,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,--
08-02-2023 01:20,30,76,26,37,29.67,29.66,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,--
08-02-2023 01:25,30,76,26,37,29.67,29.65,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,--
08-02-2023 01:30,30,76,25,37,29.67,29.66,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,--
08-02-2023 01:35,30,76,26,37,29.67,29.65,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,--
08-02-2023 01:40,30,76,25,37,29.67,29.65,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,--
08-02-2023 01:45,30,76,25,37,29.67,29.65,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,--
08-02-2023 01:50,30,76,25,37,29.67,29.65,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,--
08-02-2023 01:55,30,76,25,37,29.67,29.65,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,--
08-02-2023 02:00,30,76,26,37,29.66,29.65,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,--
08-02-2023 02:05,30,76,26,37,29.66,29.65,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,--
08-02-2023 02:10,30,76,26,37,29.66,29.64,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,--
08-02-2023 02:15,30,76,26,37,29.66,29.64,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,--
08-02-2023 02:20,30,76,26,37,29.66,29.64,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,--
08-02-2023 02:25,30,76,26,37,29.66,29.64,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,--
08-02-2023 02:30,30,76,26,37,29.65,29.64,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,--
08-02-2023 02:35,30,76,26,38,29.65,29.64,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,--
08-02-2023 02:40,30,76,26,37,29.65,29.64,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,--
08-02-2023 02:45,30,76,26,37,29.65,29.63,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,--
08-02-2023 02:50,30,76,25,37,29.65,29.63,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,--
08-02-2023 02:55,30,76,26,37,29.65,29.64,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,--
08-02-2023 03:00,30,76,26,37,29.65,29.64,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,--
08-02-2023 03:05,30,76,25,37,29.65,29.64,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,--
08-02-2023 03:10,30,76,26,37,29.66,29.64,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,--
08-02-2023 03:15,30,76,25,37,29.65,29.64,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,--
08-02-2023 03:20,30,76,26,37,29.65,29.64,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,--
08-02-2023 03:25,30,76,26,37,29.65,29.64,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,--
08-02-2023 03:30,30,76,25,37,29.66,29.64,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,--
08-02-2023 03:35,30,76,25,37,29.66,29.64,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,--
08-02-2023 03:40,30,76,25,37,29.65,29.64,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,--
08-02-2023 03:45,30,76,25,37,29.66,29.64,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,--
08-02-2023 03:50,30,76,26,37,29.65,29.64,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,--
08-02-2023 03:55,30,76,26,37,29.66,29.64,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,--
08-02-2023 04:00,30,76,25,37,29.66,29.64,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,--
08-02-2023 04:05,30,76,25,37,29.65,29.64,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,--
08-02-2023 04:10,30,76,25,37,29.65,29.64,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,--
08-02-2023 04:15,30,76,25,37,29.65,29.64,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,--
08-02-2023 04:20,30,76,25,37,29.66,29.64,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,--
08-02-2023 04:25,30,76,25,37,29.66,29.64,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,--
08-02-2023 04:30,30,76,25,37,29.66,29.64,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,--
08-02-2023 04:35,30,76,25,37,29.65,29.64,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,--
08-02-2023 04:40,30,76,25,37,29.65,29.64,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,--
08-02-2023 04:45,30,76,25,37,29.66,29.64,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,--
08-02-2023 04:50,30,76,25,37,29.65,29.64,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,--
08-02-2023 04:55,30,76,25,37,29.66,29.64,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,--
08-02-2023 05:00,30,76,25,37,29.66,29.64,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,--
08-02-2023 05:05,30,76,25,37,29.66,29.64,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,--
08-02-2023 05:10,30,76,25,37,29.66,29.65,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,--
08-02-2023 05:15,30,76,26,37,29.66,29.64,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,--
08-02-2023 05:20,30,76,26,37,29.66,29.65,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,--
08-02-2023 05:25,30,76,25,37,29.66,29.65,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,--
08-02-2023 05:30,30,76,25,37,29.66,29.65,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,--
08-02-2023 05:35,30,76,25,37,29.67,29.65,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,--
08-02-2023 05:40,30,76,25,37,29.66,29.65,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,--
08-02-2023 05:45,30,76,25,37,29.67,29.65,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,--
08-02-2023 05:50,30,76,25,37,29.66,29.65,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,--
08-02-2023 05:55,30,76,25,37,29.67,29.65,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,--
08-02-2023 06:00,30,76,25,37,29.67,29.65,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,--
08-02-2023 06:05,30,76,25,37,29.67,29.65,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,--
08-02-2023 06:10,30,76,25,37,29.67,29.66,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,--
08-02-2023 06:15,30,76,26,37,29.67,29.66,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,--
08-02-2023 06:20,30,76,25,37,29.67,29.66,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,--
08-02-2023 06:25,30,76,25,37,29.67,29.66,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,--
08-02-2023 06:30,30,76,25,37,29.67,29.66,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,--,,,--
