Rajbhavan Airlink,,,,,,,,,
4/1/23 12:00 AM : 1 Month,,,,,,,,,
,Rajbhavan Airlink,Rajbhavan Airlink,Rajbhavan Airlink,Rajbhavan Airlink,Rajbhavan Airlink,Rajbhavan Airlink,Rajbhavan Airlink,Rajbhavan Airlink,Rajbhavan Airlink
,AirLink,AirLink,AirLink,AirLink,AirLink,AirLink,AirLink,AirLink,AirLink
,,,,,,,,,
Date & Time,AQI,PM 1 - ug/m³,PM 2.5 - ug/m³,PM 10 - ug/m³,Temp - °C,Hum - %,Dew Point - °C,Wet Bulb - °C,Heat Index - °C
4/25/2023 8:00,22,18,28,30,29,81,26,26,36
4/25/2023 8:15,21,17,26,27,29,82,26,27,36
4/25/2023 8:30,23,19,29,31,29,82,26,27,36
4/25/2023 8:45,19,16,24,25,29,83,26,27,36
4/25/2023 9:00,25,20,31,34,29,83,26,27,37
4/25/2023 9:15,28,22,34,39,29,82,26,27,37
4/25/2023 9:30,27,22,34,38,29,82,26,27,37
4/25/2023 9:45,33,26,41,49,30,82,26,27,37
4/25/2023 10:00,33,26,42,50,30,81,26,27,37
4/25/2023 10:15,23,18,28,30,30,81,26,27,37
4/25/2023 10:30,23,18,29,31,30,81,26,27,38
4/25/2023 10:45,31,24,38,45,30,80,26,27,38
4/25/2023 11:00,35,28,44,54,30,80,26,27,38
4/25/2023 11:15,33,26,41,48,30,78,26,27,38
4/25/2023 11:30,36,28,45,54,30,78,26,27,38
4/25/2023 11:45,42,31,52,63,30,78,26,27,38
4/25/2023 12:00,35,28,44,53,30,79,26,27,38
4/25/2023 12:15,34,27,42,51,30,79,26,27,38
4/25/2023 12:30,32,25,40,47,30,79,26,27,38
4/25/2023 12:45,30,24,37,43,30,78,26,27,39
4/25/2023 13:00,26,21,32,36,30,78,26,27,39
4/25/2023 13:15,29,23,36,41,30,78,26,27,39
4/25/2023 13:30,26,21,32,36,31,78,26,27,39
4/25/2023 13:45,30,24,37,43,31,78,26,27,39
4/25/2023 14:00,30,24,38,44,31,78,26,27,39
4/25/2023 14:15,26,22,33,37,31,77,26,27,39
4/25/2023 14:30,27,23,34,38,31,77,26,27,39
4/25/2023 14:45,22,20,28,30,31,76,26,27,38
4/25/2023 15:00,20,18,26,27,31,75,26,27,38
4/25/2023 15:15,20,18,26,27,30,76,26,27,38
4/25/2023 15:30,22,19,27,29,30,76,26,27,38
4/25/2023 15:45,26,22,32,35,30,76,26,27,38
4/25/2023 16:00,25,22,32,35,30,76,26,27,38
4/25/2023 16:15,26,22,33,36,30,77,26,27,38
4/25/2023 16:30,25,22,32,34,30,77,26,27,38
4/25/2023 16:45,24,21,30,33,30,76,26,27,38
4/25/2023 17:00,26,22,32,36,30,76,26,27,37
4/25/2023 17:15,24,21,30,32,30,77,26,27,38
4/25/2023 17:30,25,22,31,34,30,77,26,27,38
4/25/2023 17:45,23,20,29,31,30,77,26,27,38
4/25/2023 18:00,23,20,28,30,30,77,26,27,37
4/25/2023 18:15,24,21,30,33,30,77,26,27,37
4/25/2023 18:30,24,20,30,32,30,78,26,27,37
4/25/2023 18:45,22,19,27,29,30,78,26,27,37
4/25/2023 19:00,13,12,16,17,30,78,26,27,37
4/25/2023 19:15,10,10,12,12,30,78,26,26,37
4/25/2023 19:30,10,9,12,12,30,77,25,26,37
4/25/2023 19:45,9,8,11,11,30,77,25,26,36
4/25/2023 20:00,8,8,10,10,30,77,25,26,36
4/25/2023 20:15,8,8,10,10,30,77,25,26,36
4/25/2023 20:30,9,9,12,12,30,77,25,26,36
4/25/2023 20:45,8,8,10,10,30,77,25,26,36
4/25/2023 21:00,10,10,13,13,30,77,25,26,36
4/25/2023 21:15,17,16,22,23,30,76,25,26,36
4/25/2023 21:30,18,16,23,24,30,77,25,26,36
4/25/2023 21:45,11,10,14,14,30,77,25,26,36
4/25/2023 22:00,13,12,16,16,30,77,25,26,36
4/25/2023 22:15,18,16,22,23,30,76,25,26,36
4/25/2023 22:30,19,17,24,25,30,76,25,26,36
4/25/2023 22:45,24,20,30,32,30,76,25,26,36
4/25/2023 23:00,20,18,25,26,30,77,25,26,36
4/25/2023 23:15,23,19,28,30,30,77,25,26,36
4/25/2023 23:30,21,19,27,28,30,76,25,26,36
4/25/2023 23:45,24,21,30,33,30,76,25,26,36
4/26/2023 0:00,22,19,27,29,30,77,25,26,36
4/26/2023 0:15,22,19,27,30,30,76,25,26,36
4/26/2023 0:30,22,20,28,30,30,77,25,26,36
4/26/2023 0:45,21,18,26,28,29,77,25,26,36
4/26/2023 1:00,24,21,30,33,29,75,25,26,35
4/26/2023 1:15,27,23,34,38,29,75,25,26,35
4/26/2023 1:30,26,22,32,36,29,75,25,26,35
4/26/2023 1:45,23,20,29,32,29,76,25,26,35
4/26/2023 2:00,18,16,22,23,29,76,25,26,35
4/26/2023 2:15,15,14,19,20,29,76,25,26,35
4/26/2023 2:30,15,14,18,19,29,76,25,26,35
4/26/2023 2:45,15,14,19,20,29,76,25,26,35
4/26/2023 3:00,13,12,16,16,29,76,25,26,35
4/26/2023 3:15,14,14,18,19,29,76,25,26,35
4/26/2023 3:30,13,12,16,17,29,76,25,26,35
4/26/2023 3:45,12,12,15,16,29,76,25,26,35
4/26/2023 4:00,21,19,27,28,29,75,25,26,35
4/26/2023 4:15,19,17,24,25,29,76,25,26,35
4/26/2023 4:30,20,18,25,26,29,75,24,26,35
4/26/2023 4:45,15,14,19,20,29,75,24,26,35
4/26/2023 5:00,16,15,20,20,29,76,24,26,35
4/26/2023 5:15,11,11,14,14,29,75,24,26,35
4/26/2023 5:30,11,11,14,14,29,75,24,26,35
4/26/2023 5:45,15,14,19,19,29,75,24,25,35
4/26/2023 6:00,15,14,18,19,29,75,24,25,34
4/26/2023 6:15,14,14,18,19,29,75,24,25,34
4/26/2023 6:30,18,16,22,22,29,75,24,25,34
4/26/2023 6:45,10,9,12,12,29,75,24,25,35
4/26/2023 7:00,11,10,13,14,29,76,25,26,35
4/26/2023 7:15,14,13,18,18,29,76,25,26,35
4/26/2023 7:30,10,10,13,13,29,76,25,26,35
4/26/2023 7:45,16,14,20,21,29,76,25,26,35
4/26/2023 8:00,14,13,17,18,29,76,25,26,35
4/26/2023 8:15,18,16,22,23,29,76,25,26,35
4/26/2023 8:30,20,18,25,26,29,75,25,26,35
4/26/2023 8:45,24,21,30,32,29,75,25,26,35
4/26/2023 9:00,19,18,24,25,30,75,25,26,35
4/26/2023 9:15,23,20,29,30,30,74,24,26,35
4/26/2023 9:30,23,20,28,30,30,74,24,26,35
4/26/2023 9:45,23,20,29,31,30,72,24,25,35
4/26/2023 10:00,22,19,27,28,30,72,24,25,35
4/26/2023 10:15,23,20,28,30,30,70,24,25,34
4/26/2023 10:30,22,20,28,29,30,71,24,25,35
4/26/2023 10:45,25,22,32,34,30,71,24,25,35
4/26/2023 11:00,22,19,27,29,30,72,24,26,35
4/26/2023 11:15,15,14,19,20,30,71,24,25,36
4/26/2023 11:30,11,11,14,14,30,69,24,25,35
4/26/2023 11:45,15,14,18,19,30,70,24,25,35
4/26/2023 12:00,16,16,20,21,30,71,24,25,35
4/26/2023 12:15,14,14,18,18,30,71,24,25,35
4/26/2023 12:30,15,14,19,20,30,71,24,25,35
4/26/2023 12:45,16,15,20,21,30,72,24,26,36
4/26/2023 13:00,19,17,23,24,30,71,24,26,36
4/26/2023 13:15,15,14,19,20,30,71,24,26,36
4/26/2023 13:30,18,16,22,23,30,72,25,26,36
4/26/2023 13:45,17,16,22,22,30,72,24,26,36
4/26/2023 14:00,15,14,19,20,30,72,25,26,36
4/26/2023 14:15,19,17,23,24,30,72,25,26,36
4/26/2023 14:30,17,16,22,22,30,72,25,26,36
4/26/2023 14:45,17,16,21,22,30,72,24,26,36
4/26/2023 15:00,23,20,28,30,30,73,25,26,36
4/26/2023 15:15,20,18,25,27,30,72,24,26,36
4/26/2023 15:30,26,22,32,36,30,73,25,26,36
4/26/2023 15:45,25,22,31,34,30,73,25,26,36
4/26/2023 16:00,27,23,33,38,30,74,25,26,36
4/26/2023 16:15,27,23,34,38,30,72,24,26,36
4/26/2023 16:30,27,23,34,38,30,74,25,26,36
4/26/2023 16:45,29,25,36,42,30,75,25,26,36
4/26/2023 17:00,29,25,36,42,30,75,25,26,36
4/26/2023 17:15,29,24,36,42,30,75,25,26,36
4/26/2023 17:30,29,24,36,42,30,74,25,26,36
4/26/2023 17:45,29,25,37,42,30,74,25,26,36
4/26/2023 18:00,29,24,36,42,30,74,25,26,36
4/26/2023 18:15,29,24,36,41,30,74,25,26,36
4/26/2023 18:30,29,24,36,41,30,75,25,26,36
4/26/2023 18:45,23,20,29,31,30,74,25,26,36
4/26/2023 19:00,26,22,32,35,30,74,25,26,36
4/26/2023 19:15,25,22,31,34,30,74,25,26,35
4/26/2023 19:30,17,16,22,23,30,73,24,26,35
4/26/2023 19:45,17,16,21,22,30,74,24,26,35
4/26/2023 20:00,20,17,24,25,30,74,25,26,35
4/26/2023 20:15,21,19,26,28,30,74,24,26,35
4/26/2023 20:30,16,14,20,20,30,74,24,26,35
4/26/2023 20:45,18,16,22,23,30,74,24,26,35
4/26/2023 21:00,16,15,20,21,30,73,24,25,35
4/26/2023 21:15,16,15,20,21,30,73,24,25,35
4/26/2023 21:30,23,20,28,30,30,73,24,25,35
4/26/2023 21:45,16,14,20,20,30,73,24,25,35
4/26/2023 22:00,16,14,20,21,30,73,24,25,35
4/26/2023 22:15,15,13,18,19,30,74,24,25,35
4/26/2023 22:30,13,12,17,17,29,74,24,26,35
4/26/2023 22:45,15,14,18,19,29,74,24,26,35
4/26/2023 23:00,12,12,16,16,29,74,24,26,35
4/26/2023 23:15,13,12,17,17,29,74,24,26,35
4/26/2023 23:30,16,14,19,20,29,74,24,26,35
4/26/2023 23:45,14,13,17,18,29,74,24,25,35
4/27/2023 0:00,12,12,16,16,29,74,24,25,35
4/27/2023 0:15,9,9,11,12,29,74,24,25,35
4/27/2023 0:30,10,10,13,13,29,74,24,25,35
4/27/2023 0:45,10,9,12,12,29,74,24,25,35
4/27/2023 1:00,10,10,13,13,29,74,24,25,35
4/27/2023 1:15,12,11,15,15,29,74,24,25,35
4/27/2023 1:30,10,10,13,13,29,74,24,25,34
4/27/2023 1:45,12,12,16,16,29,74,24,25,34
4/27/2023 2:00,12,11,14,15,29,74,24,25,34
4/27/2023 2:15,11,10,14,14,29,74,24,25,34
4/27/2023 2:30,10,10,13,13,29,74,24,25,34
4/27/2023 2:45,11,10,14,14,29,74,24,25,34
4/27/2023 3:00,12,11,15,15,29,74,24,25,34
4/27/2023 3:15,11,11,14,14,29,74,24,25,34
4/27/2023 3:30,11,11,14,14,29,74,24,25,34
4/27/2023 3:45,10,10,13,13,29,74,24,25,34
4/27/2023 4:00,11,11,14,14,29,74,24,25,34
4/27/2023 4:15,12,11,15,15,29,74,24,25,34
4/27/2023 4:30,11,10,13,14,29,75,24,25,34
4/27/2023 4:45,9,8,11,11,29,75,24,25,34
4/27/2023 5:00,9,9,11,12,29,75,24,25,34
4/27/2023 5:15,9,9,12,12,29,75,24,25,34
4/27/2023 5:30,10,10,12,13,29,74,24,25,34
4/27/2023 5:45,10,9,12,12,29,74,24,25,34
4/27/2023 6:00,9,9,12,12,29,74,24,25,34
4/27/2023 6:15,10,10,12,13,29,74,24,25,34
4/27/2023 6:30,9,9,12,12,29,74,24,25,34
4/27/2023 6:45,10,10,13,13,29,74,24,25,33
4/27/2023 7:00,9,9,11,12,29,74,24,25,34
4/27/2023 7:15,7,7,8,9,29,75,24,25,34
4/27/2023 7:30,6,6,7,8,29,75,24,25,34
4/27/2023 7:45,7,6,8,9,29,75,24,25,34
4/27/2023 8:00,8,8,10,10,29,75,24,25,34
4/27/2023 8:15,8,8,10,10,29,79,25,26,34
4/27/2023 8:30,8,8,11,11,29,81,25,26,35
4/27/2023 8:45,9,8,11,11,29,82,26,26,35
4/27/2023 9:00,9,9,12,12,29,82,26,26,35
4/27/2023 9:15,10,9,12,12,29,81,25,26,35
4/27/2023 9:30,10,9,12,12,29,80,25,26,35
4/27/2023 9:45,15,13,18,19,29,78,25,26,35
4/27/2023 10:00,19,17,24,25,29,76,25,26,35
4/27/2023 10:15,17,15,21,22,29,76,25,26,35
4/27/2023 10:30,25,22,32,35,29,76,25,26,35
4/27/2023 10:45,26,22,32,36,30,76,25,26,36
4/27/2023 11:00,25,22,32,35,30,77,25,26,36
4/27/2023 11:15,23,20,28,31,30,76,25,26,36
4/27/2023 11:30,34,27,42,50,30,76,25,26,36
4/27/2023 11:45,34,28,42,50,30,77,26,26,37
4/27/2023 12:00,30,25,37,43,30,77,26,26,37
4/27/2023 12:15,22,19,27,29,30,76,26,26,37
4/27/2023 12:30,19,17,24,25,30,76,25,26,37
4/27/2023 12:45,22,20,28,29,30,75,25,26,37
4/27/2023 13:00,21,18,26,27,30,74,25,26,37
4/27/2023 13:15,21,18,26,27,30,74,25,26,37
4/27/2023 13:30,20,18,25,26,30,74,25,26,37
4/27/2023 13:45,16,15,21,21,30,74,25,26,37
4/27/2023 14:00,18,16,23,24,30,74,25,26,37
4/27/2023 14:15,17,15,21,22,30,73,25,26,36
4/27/2023 14:30,16,15,20,21,30,73,25,26,36
4/27/2023 14:45,11,10,13,14,30,73,25,26,36
4/27/2023 15:00,10,10,13,13,30,73,25,26,36
4/27/2023 15:15,9,9,11,11,30,72,24,26,36
4/27/2023 15:30,7,8,9,10,30,71,24,25,36
4/27/2023 15:45,6,6,8,8,30,70,24,25,35
4/27/2023 16:00,6,6,7,7,30,70,24,25,35
4/27/2023 16:15,5,5,7,7,30,70,24,25,35
4/27/2023 16:30,6,6,8,8,30,70,24,25,35
4/27/2023 16:45,4,4,5,5,30,71,24,25,35
4/27/2023 17:00,5,5,7,7,30,71,24,25,35
4/27/2023 17:15,6,6,7,8,30,71,24,25,35
4/27/2023 17:30,4,4,5,5,30,71,24,25,35
4/27/2023 17:45,4,4,6,6,30,72,24,25,35
4/27/2023 18:00,5,5,6,6,30,72,24,25,35
4/27/2023 18:15,4,4,5,6,30,72,24,25,35
4/27/2023 18:30,5,5,6,6,30,73,24,25,35
4/27/2023 18:45,6,6,7,8,30,72,24,25,35
4/27/2023 19:00,5,5,7,7,30,73,24,25,35
4/27/2023 19:15,4,4,5,6,30,73,24,25,35
4/27/2023 19:30,4,4,5,6,30,73,24,25,35
4/27/2023 19:45,4,4,5,5,30,73,24,25,35
4/27/2023 20:00,3,3,4,4,30,73,24,25,35
4/27/2023 20:15,4,4,6,6,29,74,24,25,35
4/27/2023 20:30,4,4,5,5,29,74,24,25,35
4/27/2023 20:45,4,4,5,5,29,74,24,25,35
4/27/2023 21:00,4,4,5,5,29,74,24,25,35
4/27/2023 21:15,3,3,4,4,29,74,24,25,35
4/27/2023 21:30,4,4,4,5,29,74,24,25,35
4/27/2023 21:45,3,3,4,4,29,74,24,25,35
4/27/2023 22:00,3,3,4,4,29,74,24,25,35
4/27/2023 22:15,3,4,4,4,29,74,24,25,35
4/27/2023 22:30,2,2,2,2,29,74,24,25,35
4/27/2023 22:45,2,2,3,3,29,74,24,25,35
4/27/2023 23:00,3,3,3,3,29,74,24,25,35
4/27/2023 23:15,2,2,3,3,29,74,24,25,35
4/27/2023 23:30,3,3,4,4,29,74,24,25,35
4/27/2023 23:45,3,3,3,4,29,74,24,25,35
4/28/2023 0:00,2,2,3,3,29,74,24,25,35
4/28/2023 0:15,3,3,4,4,29,74,24,25,34
4/28/2023 0:30,2,2,3,3,29,74,24,25,34
4/28/2023 0:45,2,2,3,3,29,74,24,25,34
4/28/2023 1:00,2,2,2,3,29,74,24,25,34
4/28/2023 1:15,2,2,3,3,29,74,24,25,34
4/28/2023 1:30,3,3,4,4,29,74,24,25,34
4/28/2023 1:45,3,3,4,4,29,74,24,25,34
4/28/2023 2:00,3,3,4,4,29,74,24,25,34
4/28/2023 2:15,3,3,3,4,29,74,24,25,34
4/28/2023 2:30,3,3,3,3,29,74,24,25,34
4/28/2023 2:45,2,2,3,3,29,75,24,25,34
4/28/2023 3:00,3,3,3,3,29,75,24,25,34
4/28/2023 3:15,3,3,3,4,29,75,24,25,34
4/28/2023 3:30,3,3,4,4,29,75,24,25,34
4/28/2023 3:45,3,3,4,4,29,74,24,25,34
4/28/2023 4:00,3,4,4,4,29,75,24,25,34
4/28/2023 4:15,3,3,4,4,29,75,24,25,34
4/28/2023 4:30,3,3,3,3,29,76,24,25,34
4/28/2023 4:45,2,2,3,3,29,76,24,25,34
4/28/2023 5:00,3,2,3,3,29,76,24,25,34
4/28/2023 5:15,2,2,3,3,29,76,24,26,34
4/28/2023 5:30,3,3,3,4,29,77,25,26,34
4/28/2023 5:45,3,3,4,4,29,77,25,26,34
4/28/2023 6:00,4,4,5,5,29,77,25,26,34
4/28/2023 6:15,3,3,4,4,29,77,25,26,34
4/28/2023 6:30,4,4,5,5,29,77,25,26,34
4/28/2023 6:45,5,5,7,7,29,78,25,26,35
4/28/2023 7:00,4,4,6,6,29,77,25,26,35
4/28/2023 7:15,4,4,4,5,29,77,25,26,34
4/28/2023 7:30,2,2,3,3,29,77,25,26,34
4/28/2023 7:45,4,4,5,6,29,77,25,26,35
4/28/2023 8:00,6,6,7,8,29,77,25,26,35
4/28/2023 8:15,7,6,8,8,29,77,25,26,35
4/28/2023 8:30,8,8,10,11,29,77,25,26,35
4/28/2023 8:45,9,8,11,12,29,77,25,26,35
4/28/2023 9:00,8,8,10,11,29,77,25,26,35
4/28/2023 9:15,11,10,13,14,29,77,25,26,35
4/28/2023 9:30,15,13,19,19,29,77,25,26,36
4/28/2023 9:45,13,11,16,16,30,77,25,26,36
4/28/2023 10:00,12,11,15,16,30,77,25,26,36
4/28/2023 10:15,11,10,13,14,30,77,25,26,36
4/28/2023 10:30,9,8,11,11,30,77,25,26,36
4/28/2023 10:45,9,8,11,11,30,76,25,26,36
4/28/2023 11:00,6,5,7,7,30,76,25,26,36
4/28/2023 11:15,7,7,9,9,30,75,25,26,36
4/28/2023 11:30,5,5,6,7,30,75,25,26,36
4/28/2023 11:45,7,7,9,9,30,75,25,26,36
4/28/2023 12:00,7,7,8,9,30,75,25,26,36
4/28/2023 12:15,5,5,7,7,30,75,25,26,36
4/28/2023 12:30,7,7,9,10,30,74,25,26,36
4/28/2023 12:45,7,6,8,8,30,74,25,26,36
4/28/2023 13:00,7,7,9,9,30,74,25,26,36
4/28/2023 13:15,7,7,8,9,30,73,25,26,36
4/28/2023 13:30,8,8,10,10,30,73,25,26,36
4/28/2023 13:45,10,9,12,12,30,72,25,26,36
4/28/2023 14:00,9,9,12,12,30,72,25,26,36
4/28/2023 14:15,9,8,11,11,30,72,24,26,36
4/28/2023 14:30,9,8,11,12,30,72,24,26,36
4/28/2023 14:45,9,8,11,11,30,71,24,26,36
4/28/2023 15:00,9,9,11,12,30,71,24,25,36
4/28/2023 15:15,8,8,10,10,30,71,24,26,36
4/28/2023 15:30,8,8,10,10,30,70,24,25,35
4/28/2023 15:45,9,9,11,12,30,70,24,25,35
4/28/2023 16:00,7,7,9,10,30,69,24,25,35
4/28/2023 16:15,7,7,9,10,30,69,24,25,35
4/28/2023 16:30,7,7,9,9,30,68,24,25,35
4/28/2023 16:45,8,8,10,10,30,68,24,25,35
4/28/2023 17:00,6,6,8,8,30,68,24,25,35
4/28/2023 17:15,8,8,10,10,30,68,23,25,35
4/28/2023 17:30,7,7,9,9,30,68,23,25,34
4/28/2023 17:45,8,8,10,10,30,68,23,25,35
4/28/2023 18:00,7,7,9,10,30,68,23,25,34
4/28/2023 18:15,9,8,11,11,30,68,23,25,34
4/28/2023 18:30,6,6,8,8,30,68,23,25,34
4/28/2023 18:45,5,5,7,7,30,68,23,25,34
4/28/2023 19:00,4,4,5,5,30,69,23,25,34
4/28/2023 19:15,5,5,7,7,30,69,23,25,34
4/28/2023 19:30,4,4,6,6,30,69,23,25,34
4/28/2023 19:45,4,5,6,6,30,69,23,25,34
4/28/2023 20:00,4,4,5,5,30,70,24,25,34
4/28/2023 20:15,3,4,4,4,30,70,24,25,34
4/28/2023 20:30,4,4,4,5,30,70,24,25,34
4/28/2023 20:45,3,3,4,4,30,70,24,25,34
4/28/2023 21:00,3,4,4,4,30,70,24,25,34
4/28/2023 21:15,5,5,6,6,30,70,24,25,34
4/28/2023 21:30,4,4,5,5,30,70,24,25,34
4/28/2023 21:45,4,4,4,5,29,70,24,25,34
4/28/2023 22:00,4,4,5,5,29,71,24,25,34
4/28/2023 22:15,5,5,6,6,29,70,23,25,34
4/28/2023 22:30,5,5,6,7,29,71,24,25,34
4/28/2023 22:45,3,3,4,4,29,71,24,25,34
4/28/2023 23:00,5,5,7,7,29,71,24,25,34
4/28/2023 23:15,6,6,8,8,29,71,24,25,34
4/28/2023 23:30,6,6,8,8,29,71,24,25,34
4/28/2023 23:45,7,7,9,9,29,71,24,25,34
4/29/2023 0:00,6,6,8,8,29,72,24,25,34
4/29/2023 0:15,6,6,8,8,29,72,24,25,34
4/29/2023 0:30,6,6,7,7,29,72,24,25,34
4/29/2023 0:45,6,6,7,8,29,72,24,25,34
4/29/2023 1:00,6,6,8,8,29,72,24,25,34
4/29/2023 1:15,6,6,7,8,29,72,24,25,34
4/29/2023 1:30,5,5,6,7,29,72,24,25,34
4/29/2023 1:45,5,5,6,6,29,73,24,25,34
4/29/2023 2:00,5,5,6,6,29,73,24,25,34
4/29/2023 2:15,6,6,8,8,29,73,24,25,34
4/29/2023 2:30,6,6,7,7,29,73,24,25,34
4/29/2023 2:45,6,6,8,8,29,73,24,25,34
4/29/2023 3:00,5,5,6,7,29,73,24,25,34
4/29/2023 3:15,5,5,6,6,29,73,24,25,34
4/29/2023 3:30,6,6,8,8,29,74,24,25,34
4/29/2023 3:45,6,6,7,7,29,74,24,25,34
4/29/2023 4:00,6,6,8,8,29,74,24,25,34
4/29/2023 4:15,6,6,8,8,29,74,24,25,34
4/29/2023 4:30,7,7,8,8,29,74,24,25,34
4/29/2023 4:45,6,6,8,8,29,74,24,25,34
4/29/2023 5:00,6,6,7,7,29,74,24,25,34
4/29/2023 5:15,5,5,6,7,29,74,24,25,34
4/29/2023 5:30,5,5,6,6,29,74,24,25,34
4/29/2023 5:45,6,6,8,8,29,74,24,25,34
4/29/2023 6:00,5,5,6,6,29,74,24,25,34
4/29/2023 6:15,5,6,7,7,29,73,24,25,34
4/29/2023 6:30,4,5,6,6,29,74,24,25,34
4/29/2023 6:45,5,5,6,6,29,74,24,25,34
4/29/2023 7:00,4,5,6,6,29,74,24,25,34
4/29/2023 7:15,4,4,5,5,29,74,24,25,34
4/29/2023 7:30,4,4,5,5,29,74,24,25,34
4/29/2023 7:45,4,4,5,5,29,74,24,25,34
4/29/2023 8:00,3,4,4,4,29,74,24,25,34
4/29/2023 8:15,6,6,7,7,29,73,24,25,34
4/29/2023 8:30,3,3,4,4,29,74,24,25,34
4/29/2023 8:45,5,5,6,7,29,73,24,25,34
4/29/2023 9:00,9,9,11,12,29,72,24,25,34
4/29/2023 9:15,8,8,10,10,29,72,24,25,34
4/29/2023 9:30,6,6,7,7,29,72,24,25,34
4/29/2023 9:45,4,4,5,5,29,72,24,25,34
4/29/2023 10:00,6,6,8,8,29,71,24,25,34
4/29/2023 10:15,8,8,10,10,29,71,24,25,34
4/29/2023 10:30,5,5,6,6,30,71,24,25,35
4/29/2023 10:45,6,6,7,8,30,71,24,25,35
4/29/2023 11:00,6,6,8,8,30,71,24,25,35
4/29/2023 11:15,7,7,8,9,30,71,24,25,35
4/29/2023 11:30,9,9,11,12,30,71,24,25,35
4/29/2023 11:45,8,8,10,10,30,71,24,25,35
4/29/2023 12:00,7,7,9,9,30,71,24,25,35
4/29/2023 12:15,7,7,8,8,30,71,24,25,36
4/29/2023 12:30,7,7,9,9,30,70,24,25,36
4/29/2023 12:45,7,6,8,8,30,70,24,25,36
4/29/2023 13:00,8,8,10,10,30,69,24,25,36
4/29/2023 13:15,9,9,12,12,30,69,24,25,36
4/29/2023 13:30,11,10,14,14,30,69,24,25,36
4/29/2023 13:45,10,10,12,13,30,68,24,25,36
4/29/2023 14:00,10,9,12,13,30,67,24,25,36
4/29/2023 14:15,11,11,14,15,30,66,23,25,35
4/29/2023 14:30,12,12,16,16,30,67,24,25,35
4/29/2023 14:45,12,11,15,16,30,65,23,25,35
4/29/2023 15:00,13,12,16,17,30,66,23,25,35
4/29/2023 15:15,12,11,15,15,31,66,23,25,35
4/29/2023 15:30,11,11,14,15,31,65,23,25,35
4/29/2023 15:45,10,9,12,12,31,65,23,25,35
4/29/2023 16:00,10,10,12,13,31,64,23,25,35
4/29/2023 16:15,8,8,10,10,31,66,23,25,35
4/29/2023 16:30,10,10,13,14,31,65,23,25,35
4/29/2023 16:45,10,10,13,14,31,65,23,25,35
4/29/2023 17:00,8,8,10,10,31,64,23,24,35
4/29/2023 19:15,10,9,12,13,27,73,22,24,31
4/29/2023 19:30,10,9,12,13,28,70,23,24,32
4/29/2023 19:45,10,9,12,13,29,69,23,24,33
4/29/2023 20:45,16,13,20,20,27,72,22,24,31
4/29/2023 21:00,14,13,18,18,28,70,23,24,32
4/29/2023 21:15,14,12,17,18,29,68,23,24,33
4/29/2023 21:30,14,13,18,18,29,68,23,24,34
4/29/2023 21:45,14,13,17,18,30,67,23,24,34
4/29/2023 22:00,14,13,17,18,30,67,23,24,34
4/29/2023 22:15,14,13,18,18,30,68,23,25,34
4/29/2023 22:30,14,13,17,18,30,69,24,25,35
4/29/2023 22:45,14,13,18,18,30,69,24,25,35
4/29/2023 23:00,14,13,18,19,30,69,24,25,35
4/29/2023 23:15,14,13,18,18,30,69,24,25,35
4/29/2023 23:30,14,13,18,18,30,70,24,25,35
4/29/2023 23:45,15,13,18,19,30,70,24,25,35
4/30/2023 0:00,15,14,18,19,30,70,24,25,34
4/30/2023 0:15,14,13,18,18,30,70,24,25,34
4/30/2023 0:30,15,13,18,19,30,70,24,25,34
4/30/2023 0:45,15,13,18,19,29,71,24,25,34
4/30/2023 1:00,15,13,18,19,29,71,24,25,34
4/30/2023 1:15,14,13,18,19,29,71,24,25,34
4/30/2023 1:30,14,13,18,19,29,71,24,25,34
4/30/2023 1:45,14,13,18,18,29,72,24,25,34
4/30/2023 2:00,14,13,17,18,29,72,24,25,34
4/30/2023 2:15,14,13,18,18,30,72,24,25,34
4/30/2023 2:30,14,13,18,18,29,72,24,25,34
4/30/2023 2:45,14,12,18,19,29,71,24,25,34
4/30/2023 3:00,14,13,18,18,29,72,24,25,34
4/30/2023 3:15,14,13,18,18,29,72,24,25,34
4/30/2023 3:30,13,12,17,17,29,72,24,25,34
4/30/2023 3:45,14,12,17,18,29,72,24,25,34
4/30/2023 4:00,13,12,17,17,29,72,24,25,34
4/30/2023 4:15,13,12,17,17,29,72,24,25,34
4/30/2023 4:30,13,12,16,17,29,72,24,25,34
4/30/2023 4:45,13,12,16,17,29,72,24,25,34
4/30/2023 5:00,13,12,17,17,29,73,24,25,34
4/30/2023 5:15,13,12,17,18,29,72,24,25,34
4/30/2023 5:30,13,12,16,17,29,71,23,25,33
4/30/2023 5:45,12,11,15,16,29,70,23,24,33
4/30/2023 6:00,12,11,15,16,29,70,23,24,33
4/30/2023 6:15,13,12,16,16,29,71,23,24,33
4/30/2023 6:30,14,13,18,19,29,73,24,25,34
4/30/2023 6:45,17,15,21,22,29,74,24,25,34
4/30/2023 7:00,17,15,21,22,29,74,24,25,34
4/30/2023 7:15,15,14,19,20,29,73,24,25,34
4/30/2023 7:30,17,15,21,22,29,73,24,25,34
4/30/2023 7:45,16,14,20,20,29,74,24,25,34
4/30/2023 8:00,19,16,24,24,29,74,24,25,34
4/30/2023 8:15,21,18,26,27,29,73,24,25,34
4/30/2023 8:30,21,18,26,28,29,73,24,25,35
