Rajbhavan Airlink,,,,,,,,,
4/1/23 12:00 AM : 1 Month,,,,,,,,,
,Rajbhavan Airlink,Rajbhavan Airlink,Rajbhavan Airlink,Rajbhavan Airlink,Rajbhavan Airlink,Rajbhavan Airlink,Rajbhavan Airlink,Rajbhavan Airlink,Rajbhavan Airlink
,AirLink,AirLink,AirLink,AirLink,AirLink,AirLink,AirLink,AirLink,AirLink
,,,,,,,,,
Date & Time,AQI,PM 1 - ug/m³,PM 2.5 - ug/m³,PM 10 - ug/m³,Temp - °C,Hum - %,Dew Point - °C,Wet Bulb - °C,Heat Index - °C
4/30/2023 8:45,20,17,25,26,30,72,24,25,35
4/30/2023 9:00,19,17,24,25,30,72,24,25,35
4/30/2023 9:15,20,18,25,26,30,71,24,25,35
4/30/2023 9:30,20,17,25,26,30,71,24,25,36
4/30/2023 9:45,19,17,24,25,30,70,24,25,36
4/30/2023 10:00,18,16,22,23,30,70,24,25,36
4/30/2023 10:15,22,19,28,29,30,70,24,26,36
4/30/2023 10:30,19,17,23,24,30,70,24,26,36
4/30/2023 10:45,15,13,18,19,31,72,25,26,37
4/30/2023 11:00,11,10,13,14,31,71,25,26,37
4/30/2023 11:15,10,10,13,13,31,71,25,26,37
4/30/2023 11:30,10,9,12,13,31,70,25,26,37
4/30/2023 11:45,9,8,11,12,31,70,25,26,37
4/30/2023 12:00,9,8,11,11,31,70,25,26,38
4/30/2023 12:15,9,8,11,12,31,68,24,26,37
4/30/2023 12:30,9,8,11,12,31,63,23,24,35
4/30/2023 12:45,9,8,11,11,31,67,24,25,36
4/30/2023 13:00,8,7,10,10,31,68,24,26,37
4/30/2023 13:15,8,7,10,10,31,67,24,26,37
4/30/2023 13:30,8,7,10,10,31,67,24,26,37
4/30/2023 13:45,7,7,9,10,31,67,24,26,37
4/30/2023 14:00,7,7,9,10,31,67,24,26,37
4/30/2023 14:15,7,7,9,10,31,66,24,26,37
4/30/2023 14:30,8,7,10,10,31,66,24,26,37
4/30/2023 14:45,7,7,9,9,31,65,24,25,37
4/30/2023 15:00,7,6,8,9,31,65,24,25,37
4/30/2023 15:15,6,6,8,9,31,65,24,25,37
4/30/2023 15:30,6,6,8,9,31,65,24,25,37
4/30/2023 15:45,7,6,9,10,31,65,24,25,36
4/30/2023 16:00,7,7,8,9,31,65,24,25,36
4/30/2023 16:15,7,6,8,9,31,65,24,25,36
4/30/2023 16:30,7,6,8,9,31,65,23,25,36
4/30/2023 16:45,6,6,7,8,31,65,23,25,36
4/30/2023 17:00,6,6,8,8,31,65,24,25,36
4/30/2023 17:15,6,6,8,8,31,66,24,25,36
4/30/2023 17:30,6,6,8,8,31,66,24,25,36
4/30/2023 17:45,6,6,8,8,31,65,23,25,35
4/30/2023 18:00,6,6,7,8,31,65,23,25,35
4/30/2023 18:15,6,5,7,8,31,66,24,25,35
4/30/2023 18:30,6,6,8,9,30,67,24,25,36
4/30/2023 18:45,6,6,8,9,30,68,24,25,36
4/30/2023 19:00,6,6,8,8,30,68,24,25,35
4/30/2023 19:15,7,6,8,9,30,68,24,25,35
4/30/2023 19:30,7,6,8,9,30,67,23,25,35
4/30/2023 19:45,7,7,9,9,30,68,23,25,35
4/30/2023 20:00,7,7,8,9,30,67,23,25,35
4/30/2023 20:15,7,6,8,9,30,68,24,25,35
4/30/2023 20:30,7,6,8,9,30,68,23,25,35
4/30/2023 20:45,7,6,8,9,30,68,23,25,35
4/30/2023 21:00,7,7,9,10,30,68,23,25,35
4/30/2023 21:15,8,7,9,10,30,69,24,25,35
4/30/2023 21:30,8,7,10,10,30,69,24,25,35
4/30/2023 21:45,8,7,10,10,30,69,24,25,35
4/30/2023 22:00,8,7,10,10,30,70,24,25,35
4/30/2023 22:15,8,7,10,10,30,70,24,25,35
4/30/2023 22:30,7,7,9,10,30,70,24,25,35
4/30/2023 22:45,7,7,8,9,30,70,24,25,35
4/30/2023 23:00,7,7,9,9,30,71,24,25,35
4/30/2023 23:15,6,6,8,8,30,71,24,25,35
4/30/2023 23:30,5,5,7,8,30,70,24,25,35
4/30/2023 23:45,5,5,6,7,30,70,24,25,35
5/1/2023 0:00,5,5,6,7,30,70,24,25,35
